InvoiceID,product_id,quantity,price,line_total
553731,136,4,3.75,15.0
553731,713,4,4.15,16.6
553731,714,4,4.15,16.6
553731,2990,6,2.95,17.700000000000003
553731,2988,6,2.95,17.700000000000003
553731,2012,20,1.65,33.0
553731,1843,12,1.25,15.0
553731,2866,12,1.25,15.0
553731,537,4,14.95,59.8
553731,1171,3,5.95,17.85
553731,2867,24,1.65,39.599999999999994
553731,205,24,0.42,10.08
553731,2945,12,0.42,5.04
553731,624,12,0.42,5.04
553731,14,12,0.85,10.2
553731,394,12,0.65,7.800000000000001
553731,3965,25,0.42,10.5
553731,2921,3,4.95,14.850000000000001
553731,2667,12,1.65,19.799999999999997
553731,2672,12,1.65,19.799999999999997
553731,2787,12,1.25,15.0
553731,438,12,1.25,15.0
553731,2026,10,1.65,16.5
553731,3928,20,0.85,17.0
553731,687,20,0.85,17.0
553731,2711,4,18.0,72.0
553731,2026,10,1.65,16.5
553731,2884,12,1.25,15.0
553731,2874,12,1.25,15.0
553732,1821,10,1.95,19.5
553732,1837,10,1.95,19.5
553732,2014,10,1.65,16.5
553732,3364,24,0.83,19.919999999999998
553732,2881,12,1.65,19.799999999999997
553732,2882,12,1.65,19.799999999999997
553732,2883,12,1.65,19.799999999999997
553733,2875,4,4.95,19.8
553733,2012,10,1.65,16.5
553733,1628,24,0.85,20.4
553733,2613,6,2.95,17.700000000000003
553733,460,6,2.95,17.700000000000003
553734,468,10,6.75,67.5
553734,2619,6,7.95,47.7
553734,1945,6,2.89,17.34
553734,2885,4,3.75,15.0
553735,2014,10,1.65,16.5
553735,1821,10,1.95,19.5
553736,55,48,1.25,60.0
553737,265,24,4.25,102.0
553737,2921,24,4.25,102.0
553737,1795,6,4.25,25.5
553737,2911,8,1.95,15.6
553737,718,4,4.15,16.6
553737,2363,24,0.55,13.200000000000001
553737,808,12,1.25,15.0
553737,2863,6,3.75,22.5
553737,816,6,4.15,24.900000000000002
553737,2110,4,3.75,15.0
553737,3225,6,3.25,19.5
553737,2849,6,2.55,15.299999999999999
553737,2847,6,2.55,15.299999999999999
553737,2803,6,3.75,22.5
553737,2830,5,10.95,54.75
553738,1819,10,2.08,20.8
553738,1825,10,2.08,20.8
553738,1818,10,2.08,20.8
553738,1837,10,2.08,20.8
553738,1821,10,2.08,20.8
553738,2012,10,1.65,16.5
553738,2014,10,1.65,16.5
553738,2011,10,1.65,16.5
553738,1067,2,7.95,15.9
553738,2026,10,1.65,16.5
553738,1048,4,7.95,31.8
553738,1058,4,7.95,31.8
553738,209,24,1.69,40.56
553738,2475,6,2.55,15.299999999999999
553739,3493,12,1.25,15.0
553739,3526,12,1.25,15.0
553739,2018,10,1.65,16.5
553739,833,12,1.65,19.799999999999997
553739,2839,12,2.55,30.599999999999998
553739,2830,4,10.95,43.8
553739,3196,8,3.95,31.6
553739,539,2,16.95,33.9
553739,1173,4,4.25,17.0
553739,1167,2,12.75,25.5
553739,3851,6,2.95,17.700000000000003
553739,3901,6,7.95,47.7
553739,2496,4,5.95,23.8
553739,2405,6,2.95,17.700000000000003
553739,2402,6,2.95,17.700000000000003
553739,2876,6,12.75,76.5
553739,1470,12,1.65,19.799999999999997
553739,3528,2,6.75,13.5
553739,2074,12,1.25,15.0
553739,1902,12,1.65,19.799999999999997
553739,3461,6,4.95,29.700000000000003
553739,1757,2,8.5,17.0
553739,137,4,3.75,15.0
553739,2014,10,1.65,16.5
553739,1717,12,1.45,17.4
553739,2882,12,1.65,19.799999999999997
553739,2881,12,1.65,19.799999999999997
553739,2883,12,1.65,19.799999999999997
553739,2877,6,3.25,19.5
553739,2879,6,4.15,24.900000000000002
553739,2886,2,9.95,19.9
553739,2722,12,1.25,15.0
553739,1853,24,0.65,15.600000000000001
553739,2404,12,2.95,35.400000000000006
553739,2439,8,4.95,39.6
553739,1029,24,1.95,46.8
553739,265,3,4.95,14.850000000000001
553739,1235,4,3.75,15.0
553739,1233,4,3.75,15.0
553739,1054,2,7.95,15.9
553739,1856,4,4.15,16.6
553739,817,6,4.15,24.900000000000002
553739,2401,12,1.45,17.4
553739,536,2,16.95,33.9
553739,1780,4,3.75,15.0
553739,3385,6,2.49,14.940000000000001
553740,2885,4,3.75,15.0
553740,3364,12,0.83,9.959999999999999
553740,1915,16,0.79,12.64
553740,2984,2,7.95,15.9
553740,2526,12,1.25,15.0
553740,3493,12,1.25,15.0
553740,2921,3,4.95,14.850000000000001
553740,3528,2,6.75,13.5
553740,1064,2,7.95,15.9
553741,626,12,0.42,5.04
553741,2841,8,1.69,13.52
553741,2918,8,1.65,13.2
553741,2990,6,2.95,17.700000000000003
553741,2830,6,10.95,65.69999999999999
553741,2404,6,2.95,17.700000000000003
553741,2672,12,1.65,19.799999999999997
553741,3450,3,4.95,14.850000000000001
553741,3461,3,4.95,14.850000000000001
553741,3089,4,6.25,25.0
553741,2833,8,0.85,6.8
553741,2514,8,1.69,13.52
553741,472,8,1.69,13.52
553741,2513,8,0.85,6.8
553741,466,8,0.85,6.8
553741,2507,12,1.95,23.4
553741,3225,6,3.25,19.5
553741,1216,12,0.85,10.2
553741,1217,12,0.85,10.2
553741,2711,3,18.0,54.0
553741,2992,12,1.65,19.799999999999997
553741,2049,12,1.25,15.0
553741,2498,12,1.45,17.4
553741,3062,6,3.25,19.5
553741,191,4,4.95,19.8
553742,1926,48,1.69,81.12
553742,417,12,2.95,35.400000000000006
553742,3837,48,1.25,60.0
553742,3059,288,0.36,103.67999999999999
553742,1429,12,0.85,10.2
553742,2506,6,3.35,20.1
553747,3385,8,2.49,19.92
553747,3461,3,4.95,14.850000000000001
553747,2439,4,4.95,19.8
553747,1445,12,0.85,10.2
553747,2377,8,1.69,13.52
553747,209,8,1.69,13.52
553747,1361,6,2.1,12.600000000000001
553747,1755,1,12.5,12.5
553747,2434,2,7.5,15.0
553747,490,24,0.08,1.92
553747,3643,24,0.39,9.36
553747,1371,12,0.85,10.2
553747,1365,12,0.85,10.2
553747,1371,12,0.83,9.959999999999999
553747,1365,12,0.83,9.959999999999999
553747,2691,24,1.55,37.2
553747,827,12,1.25,15.0
553747,242,48,0.39,18.72
553747,698,2,1.95,3.9
553747,2436,2,5.75,11.5
553747,816,6,4.15,24.900000000000002
553749,1665,36,2.95,106.2
553749,1666,36,1.65,59.4
553749,3851,18,2.95,53.1
553749,3065,4,4.95,19.8
553749,2839,6,2.55,15.299999999999999
553750,553,8,4.95,39.6
553750,1437,12,0.65,7.800000000000001
553750,2942,12,0.42,5.04
553750,2945,12,0.42,5.04
553750,3441,12,0.42,5.04
553750,2013,10,1.65,16.5
553750,2023,10,1.65,16.5
553750,2017,10,1.65,16.5
553750,1826,10,2.08,20.8
553750,2014,10,1.65,16.5
553750,1828,10,2.08,20.8
553750,1060,2,7.95,15.9
553750,2839,6,2.55,15.299999999999999
553750,3461,3,4.95,14.850000000000001
553750,1794,12,1.45,17.4
553750,1795,12,3.75,45.0
553750,2876,1,12.75,12.75
553750,2012,10,1.65,16.5
553750,185,12,1.25,15.0
553750,1145,12,1.25,15.0
553750,2197,24,0.85,20.4
553751,3905,12,1.65,19.799999999999997
553751,2129,36,0.65,23.400000000000002
553751,3602,24,1.25,30.0
553751,4009,16,1.25,20.0
553751,1054,2,7.95,15.9
553751,431,2,5.95,11.9
553751,3996,2,5.95,11.9
553751,1544,2,5.95,11.9
553751,2439,12,4.95,59.400000000000006
553751,2197,24,0.85,20.4
553751,797,24,0.29,6.959999999999999
553751,2289,24,0.29,6.959999999999999
553751,3502,24,0.29,6.959999999999999
553751,1051,2,7.95,15.9
553751,2876,2,12.75,25.5
553751,1833,10,2.08,20.8
553751,1841,10,2.08,20.8
553751,1820,10,2.08,20.8
553751,1802,24,0.42,10.08
553751,2809,6,2.95,17.700000000000003
553751,3906,12,1.65,19.799999999999997
553752,890,6,2.95,17.700000000000003
553752,1523,9,1.45,13.049999999999999
553752,748,12,2.1,25.200000000000003
553752,1598,12,2.1,25.200000000000003
553752,258,6,2.55,15.299999999999999
553752,260,12,3.25,39.0
553752,254,12,2.55,30.599999999999998
553752,1898,2,6.75,13.5
553752,3537,6,2.95,17.700000000000003
553752,1915,16,0.79,12.64
553752,408,2,0.83,1.66
553753,2404,40,2.55,102.0
553753,2359,24,0.55,13.200000000000001
553753,104,24,0.55,13.200000000000001
553753,437,12,5.45,65.4
553753,2581,12,5.45,65.4
553754,217,12,0.83,9.959999999999999
553754,4028,12,0.83,9.959999999999999
553754,4026,12,0.95,11.399999999999999
553754,1889,3,4.95,14.850000000000001
553754,845,16,0.65,10.4
553754,1626,12,0.85,10.2
553754,1196,4,3.75,15.0
553754,894,2,12.75,25.5
553754,917,1,14.95,14.95
553754,2220,12,1.65,19.799999999999997
553754,1661,12,1.65,19.799999999999997
553754,1659,12,1.65,19.799999999999997
553754,1939,10,1.25,12.5
553755,3058,144,2.55,367.2
553762,3965,25,0.42,10.5
553762,3618,24,0.42,10.08
553762,3610,24,0.42,10.08
553762,3615,24,0.42,10.08
553762,3622,24,0.42,10.08
553762,1021,4,4.95,19.8
553762,1020,4,4.95,19.8
553762,1018,4,4.95,19.8
553762,1821,10,1.95,19.5
553762,2014,10,1.65,16.5
553762,2400,12,1.65,19.799999999999997
553762,3170,12,1.25,15.0
553762,139,4,3.75,15.0
553762,136,4,3.75,15.0
553762,3393,24,0.85,20.4
553762,2364,24,0.55,13.200000000000001
553762,1795,6,4.25,25.5
553762,3196,4,3.95,15.8
553762,2839,6,2.55,15.299999999999999
553762,2018,10,1.65,16.5
553762,1828,10,2.08,20.8
553762,3491,5,2.95,14.75
553762,1831,10,2.08,20.8
553762,1832,10,2.08,20.8
553762,3549,2,9.95,19.9
553765,3917,6,2.55,15.299999999999999
553765,1998,3,5.95,17.85
553765,1171,6,5.95,35.7
553765,2348,12,1.25,15.0
553765,7,12,1.65,19.799999999999997
553765,2325,12,0.85,10.2
553765,3082,6,3.75,22.5
553765,94,12,1.65,19.799999999999997
553765,2353,6,2.55,15.299999999999999
553781,801,8,2.1,16.8
553781,4021,24,1.25,30.0
553781,3335,24,0.95,22.799999999999997
553781,2934,5,1.65,8.25
553781,3851,10,2.95,29.5
553781,1051,4,7.95,31.8
553828,2137,12,0.83,9.959999999999999
553828,3334,12,1.45,17.4
553828,3632,4,3.29,13.16
553828,1065,2,7.95,15.9
553828,491,24,1.25,30.0
553828,3902,2,8.95,17.9
553828,3868,24,1.25,30.0
553828,488,24,1.25,30.0
553828,2860,36,1.25,45.0
553828,3869,24,1.25,30.0
553828,2865,24,1.25,30.0
553828,2830,4,10.95,43.8
553828,2876,16,10.95,175.2
553828,1054,2,7.95,15.9
553828,2678,8,2.1,16.8
553828,748,12,2.1,25.200000000000003
553828,1598,12,2.1,25.200000000000003
553828,1846,12,1.45,17.4
553828,1006,12,1.45,17.4
553828,3681,16,1.69,27.04
553828,3887,1,9.95,9.95
553828,1878,16,2.55,40.8
553828,310,12,1.69,20.28
553828,194,12,2.1,25.200000000000003
553828,1439,24,2.55,61.199999999999996
553828,3814,12,1.45,17.4
553828,2112,8,1.65,13.2
553828,2114,8,1.45,11.6
553828,3493,12,1.25,15.0
553828,3526,12,1.25,15.0
553829,42,6,1.95,11.7
553829,1231,12,1.45,17.4
553829,1229,12,2.1,25.200000000000003
553829,1533,12,1.25,15.0
553829,2553,12,1.25,15.0
553829,421,24,1.25,30.0
553829,1589,8,2.25,18.0
553829,3626,8,2.25,18.0
553829,111,8,2.25,18.0
553829,3601,12,1.65,19.799999999999997
553830,2786,48,0.12,5.76
553830,423,24,0.12,2.88
553830,465,48,0.39,18.72
553830,3035,20,1.65,33.0
553830,2645,10,1.65,16.5
553830,714,4,4.15,16.6
553830,716,4,4.15,16.6
553830,719,4,4.15,16.6
553830,715,4,4.15,16.6
553830,1915,16,0.79,12.64
553831,2438,4,4.15,16.6
553831,1551,2,8.25,16.5
553831,2815,2,8.25,16.5
553831,2,20,0.65,13.0
553831,3130,12,1.65,19.799999999999997
553831,2856,25,0.42,10.5
553831,476,25,0.42,10.5
553831,2622,25,0.42,10.5
553831,2081,4,4.95,19.8
553831,2966,6,9.95,59.699999999999996
553831,2503,6,2.55,15.299999999999999
553831,2771,6,2.95,17.700000000000003
553831,2793,3,4.95,14.850000000000001
553831,1889,3,4.95,14.850000000000001
553831,1052,4,7.95,31.8
553831,4020,3,6.25,18.75
553831,3115,2,12.75,25.5
553831,36,4,8.5,34.0
553831,3385,6,2.49,14.940000000000001
553831,2436,4,5.75,23.0
553831,2434,2,7.5,15.0
553831,2437,4,12.5,50.0
553831,2435,4,7.5,30.0
553831,894,6,12.75,76.5
553831,1942,4,12.5,50.0
553831,3901,6,7.95,47.7
553831,3902,4,8.95,35.8
553831,1891,6,7.9,47.400000000000006
553831,1785,4,3.75,15.0
553831,818,4,12.75,51.0
553831,3528,8,6.75,54.0
553831,1998,3,5.95,17.85
553831,2495,2,9.95,19.9
553832,2328,24,0.29,6.959999999999999
553832,2363,24,0.55,13.200000000000001
553832,3682,12,1.25,15.0
553832,3493,12,1.25,15.0
553832,2219,6,2.95,17.700000000000003
553832,185,12,1.25,15.0
553832,104,24,0.55,13.200000000000001
553832,1906,1,12.5,12.5
553832,1361,6,2.1,12.600000000000001
553832,3222,24,1.25,30.0
553832,1196,4,3.75,15.0
553832,2503,4,2.55,10.2
553832,2338,24,0.29,6.959999999999999
553832,2354,12,0.85,10.2
553832,709,24,1.65,39.599999999999994
553832,3434,10,1.25,12.5
553832,3437,10,1.25,12.5
553832,998,36,0.21,7.56
553832,268,8,1.95,15.6
553832,96,24,0.65,15.600000000000001
553832,2,20,0.65,13.0
553832,2325,12,0.85,10.2
553832,2795,12,0.85,10.2
553832,3445,25,0.42,10.5
553832,518,25,0.42,10.5
553832,127,24,0.65,15.600000000000001
553832,3858,6,2.95,17.700000000000003
553833,688,2,0.85,1.7
553833,3368,1,8.25,8.25
553833,3501,4,1.25,5.0
553833,2831,5,0.85,4.25
553833,4011,15,1.25,18.75
553833,2012,1,1.65,1.65
553833,1841,3,2.08,6.24
553833,2023,1,1.65,1.65
553833,2845,3,1.25,3.75
553833,1945,1,2.89,2.89
553833,1335,3,3.75,11.25
553833,1828,4,2.08,8.32
553833,1831,3,2.08,6.24
553833,230,10,0.65,6.5
553833,1816,1,2.08,2.08
553833,1840,4,2.08,8.32
553833,1825,4,2.08,8.32
553833,1819,2,2.08,4.16
553833,3082,2,3.75,7.5
553833,1837,5,2.08,10.4
553833,3335,4,0.95,3.8
553833,1665,1,2.95,2.95
553833,3851,2,2.95,5.9
553833,833,2,1.65,3.3
553833,2762,2,2.08,4.16
553833,1077,20,1.25,25.0
553833,2716,1,2.08,2.08
553833,3222,1,1.25,1.25
553833,1419,3,1.65,4.949999999999999
553833,1420,4,1.65,6.6
553833,3612,9,0.42,3.78
553833,3618,1,0.42,0.42
553833,3621,3,0.42,1.26
553833,3622,1,0.42,0.42
553833,2013,1,1.65,1.65
553833,3614,3,0.42,1.26
553833,3491,1,2.95,2.95
553833,2021,1,1.65,1.65
553833,2014,1,1.65,1.65
553833,536,1,16.95,16.95
553833,3728,2,0.83,1.66
553833,2453,1,1.45,1.45
553834,2762,12,2.08,24.96
553834,3461,6,4.95,29.700000000000003
553834,3290,12,1.25,15.0
553834,3323,12,0.83,9.959999999999999
553834,3305,12,0.83,9.959999999999999
553834,2436,2,5.75,11.5
553834,2876,32,10.95,350.4
553834,2883,12,1.65,19.799999999999997
553834,2886,8,9.95,79.6
553834,2877,8,3.25,26.0
553834,2881,12,1.65,19.799999999999997
553834,2882,12,1.65,19.799999999999997
553834,2880,8,2.49,19.92
553834,2875,4,4.95,19.8
553834,2885,4,3.75,15.0
553834,2879,6,4.15,24.900000000000002
553835,714,4,4.15,16.6
553835,719,4,4.15,16.6
553835,2015,10,1.65,16.5
553835,3662,3,4.95,14.850000000000001
553835,3450,3,4.95,14.850000000000001
553835,3439,3,16.95,50.849999999999994
553835,1024,3,16.95,50.849999999999994
553836,3170,48,1.25,60.0
553836,2391,12,1.45,17.4
553836,2398,12,1.25,15.0
553836,2401,48,1.45,69.6
553836,1795,6,4.25,25.5
553836,1794,12,1.45,17.4
553836,3116,12,2.1,25.200000000000003
553836,55,16,1.25,20.0
553836,558,12,1.65,19.799999999999997
553836,2787,36,1.25,45.0
553836,438,24,1.25,30.0
553836,3941,48,0.29,13.919999999999998
553836,3393,100,0.72,72.0
553836,2988,6,2.95,17.700000000000003
553836,2028,12,1.95,23.4
553836,3062,12,3.25,39.0
553836,2329,24,0.29,6.959999999999999
553836,2410,6,2.95,17.700000000000003
553836,2775,12,2.55,30.599999999999998
553837,2762,12,2.08,24.96
553838,3394,24,0.85,20.4
553838,3130,12,1.65,19.799999999999997
553838,4009,32,1.25,40.0
553838,557,12,1.65,19.799999999999997
553838,727,2,9.95,19.9
553838,726,2,9.95,19.9
553838,2300,24,0.65,15.600000000000001
553838,2819,48,0.39,18.72
553838,1175,12,0.83,9.959999999999999
553838,1176,12,0.83,9.959999999999999
553838,3643,24,0.39,9.36
553838,790,6,1.65,9.899999999999999
553838,713,4,4.15,16.6
553838,719,4,4.15,16.6
553838,714,4,4.15,16.6
553838,2012,10,1.65,16.5
553838,3929,6,2.25,13.5
553838,3345,6,2.25,13.5
553838,3335,12,0.95,11.399999999999999
553838,1623,12,1.25,15.0
553838,2910,12,1.69,20.28
553838,2672,12,1.65,19.799999999999997
553838,2668,12,1.65,19.799999999999997
553838,2503,4,2.55,10.2
553838,265,3,4.95,14.850000000000001
553838,266,3,4.95,14.850000000000001
553838,3397,24,1.25,30.0
553838,2018,10,1.65,16.5
553838,2027,10,1.65,16.5
553838,57,16,1.25,20.0
553838,55,16,1.25,20.0
553838,56,16,1.25,20.0
553838,1869,28,0.21,5.88
553839,1666,40,1.45,58.0
553839,3461,6,4.95,29.700000000000003
553842,1795,12,3.75,45.0
553842,2018,20,1.65,33.0
553842,2013,10,1.65,16.5
553842,2027,10,1.65,16.5
553842,2023,10,1.65,16.5
553842,3929,12,2.25,27.0
553842,2343,48,0.29,13.919999999999998
553842,2336,48,0.29,13.919999999999998
553842,2334,48,0.29,13.919999999999998
553842,2338,48,0.29,13.919999999999998
553842,2329,48,0.29,13.919999999999998
553842,2324,48,0.29,13.919999999999998
553842,2335,48,0.29,13.919999999999998
553842,1321,4,4.95,19.8
553842,472,16,1.69,27.04
553842,466,16,0.85,13.6
553842,2382,4,3.75,15.0
553842,941,12,1.65,19.799999999999997
553842,2555,6,2.95,17.700000000000003
553842,2711,2,18.0,36.0
553843,2404,6,2.95,17.700000000000003
553843,1906,1,12.5,12.5
553843,1837,10,2.08,20.8
553843,2012,10,1.65,16.5
553843,1828,10,2.08,20.8
553843,719,4,4.15,16.6
553843,714,4,4.15,16.6
553843,717,4,4.15,16.6
553843,715,4,4.15,16.6
553843,2018,20,1.65,33.0
553843,3343,6,2.55,15.299999999999999
553843,2704,6,2.1,12.600000000000001
553843,2703,6,2.1,12.600000000000001
553843,129,4,4.25,17.0
553843,2030,6,2.55,15.299999999999999
553843,2840,5,2.95,14.75
553843,1841,10,2.08,20.8
553843,1831,10,2.08,20.8
553843,2711,2,18.0,36.0
553844,42,6,1.95,11.7
553844,1231,12,1.45,17.4
553844,3601,24,1.65,39.599999999999994
553844,2039,48,0.42,20.16
553844,1235,4,3.75,15.0
553844,1233,4,3.75,15.0
553844,3602,24,1.25,30.0
553844,3606,48,1.45,69.6
553844,2787,72,1.25,90.0
553844,3605,24,1.25,30.0
553844,249,72,0.72,51.839999999999996
553844,248,72,0.42,30.24
553844,76,12,1.45,17.4
553845,2439,8,4.95,39.6
553845,2012,10,1.65,16.5
553845,2014,10,1.65,16.5
553845,2434,2,7.5,15.0
553845,846,24,2.75,66.0
553845,3851,32,2.55,81.6
553845,2796,6,8.5,51.0
553845,1757,6,8.5,51.0
553845,418,2,8.5,17.0
553845,139,8,3.75,30.0
553845,3901,6,7.95,47.7
553845,1439,24,2.55,61.199999999999996
553845,934,3,4.95,14.850000000000001
553845,2916,3,4.95,14.850000000000001
553845,2847,6,2.55,15.299999999999999
553845,1909,8,7.05,56.4
553845,3379,12,4.95,59.400000000000006
553845,2860,12,1.25,15.0
553845,2865,12,1.25,15.0
553845,1878,12,2.55,30.599999999999998
553845,1346,10,1.25,12.5
553846,3271,12,0.65,7.800000000000001
553846,461,6,2.1,12.600000000000001
553846,2404,6,2.95,17.700000000000003
553846,2827,12,4.95,59.400000000000006
553846,3116,12,2.1,25.200000000000003
553846,10,48,0.65,31.200000000000003
553846,718,8,4.15,33.2
553846,3272,36,0.85,30.599999999999998
553846,2581,15,5.45,81.75
553847,715,4,4.15,16.6
553848,1945,24,2.89,69.36
553848,2439,8,4.95,39.6
553848,3817,6,1.95,11.7
553848,2787,12,1.25,15.0
553848,3601,12,1.65,19.799999999999997
553848,1235,4,3.75,15.0
553848,555,12,1.65,19.799999999999997
553848,185,36,1.25,45.0
553848,127,12,0.65,7.800000000000001
553848,1745,24,1.25,30.0
553848,3815,6,1.95,11.7
553850,1719,12,0.85,10.2
553850,3851,12,2.95,35.400000000000006
553850,2807,6,2.95,17.700000000000003
553850,2219,6,2.95,17.700000000000003
553850,894,2,12.75,25.5
553850,1362,6,2.95,17.700000000000003
553850,1945,6,2.89,17.34
553852,209,16,1.69,27.04
553852,2730,6,2.1,12.600000000000001
553852,3210,12,1.45,17.4
553852,3146,12,1.45,17.4
553852,494,12,1.25,15.0
553852,3059,24,0.42,10.08
553852,1871,12,0.83,9.959999999999999
553852,1143,12,0.42,5.04
553852,3557,12,0.42,5.04
553852,3205,48,0.65,31.200000000000003
553852,1927,12,1.25,15.0
553852,3394,12,0.85,10.2
553852,554,2,8.25,16.5
553852,2348,12,1.25,15.0
553852,555,12,1.65,19.799999999999997
553852,3090,24,0.65,15.600000000000001
553852,172,1,12.75,12.75
553852,1175,12,0.83,9.959999999999999
553852,1176,12,0.83,9.959999999999999
553852,1190,12,0.42,5.04
553852,173,2,8.5,17.0
553852,1231,12,1.45,17.4
553852,1793,12,0.85,10.2
553852,3254,12,2.95,35.400000000000006
553852,217,12,0.83,9.959999999999999
553852,3730,12,1.25,15.0
553852,1794,12,1.45,17.4
553852,1587,4,7.65,30.6
553852,1586,6,2.55,15.299999999999999
553853,3764,2,8.5,17.0
553853,2807,6,2.95,17.700000000000003
553853,2784,5,2.1,10.5
553853,3851,6,2.95,17.700000000000003
553853,3528,2,6.75,13.5
553853,1703,3,5.95,17.85
553853,1998,3,5.95,17.85
553853,278,3,5.95,17.85
553855,1122,6,5.95,35.7
553855,1123,6,5.95,35.7
553855,1124,6,5.95,35.7
553855,2854,6,5.95,35.7
553855,388,6,5.95,35.7
553855,846,48,2.75,132.0
553856,892,1,4.95,4.95
553856,2275,1,2.95,2.95
553856,2277,1,2.95,2.95
553856,2278,1,2.95,2.95
553856,857,1,2.08,2.08
553856,2060,1,2.1,2.1
553856,2092,1,2.95,2.95
553856,4005,1,1.69,1.69
553856,3560,1,5.95,5.95
553856,3561,1,1.25,1.25
553856,2911,1,1.95,1.95
553856,2557,1,1.95,1.95
553856,2507,2,1.95,3.9
553856,192,2,1.95,3.9
553856,667,1,1.49,1.49
553856,3343,1,2.55,2.55
553856,662,2,1.45,2.9
553856,2503,1,2.55,2.55
553856,2486,2,1.25,2.5
553856,100,1,0.55,0.55
553856,2363,1,0.55,0.55
553856,3612,3,0.42,1.26
553856,3622,3,0.42,1.26
553856,3615,3,0.42,1.26
553856,3619,3,0.42,1.26
553856,1985,2,0.42,0.84
553856,1986,2,0.42,0.84
553856,1850,2,0.65,1.3
553856,3227,2,0.85,1.7
553856,2018,2,1.65,3.3
553856,1878,1,2.55,2.55
553856,1828,2,2.08,4.16
553856,1832,2,2.08,4.16
553856,3501,2,1.25,2.5
553856,2845,2,1.25,2.5
553856,3552,1,0.85,0.85
553856,3588,1,0.55,0.55
553856,1865,1,0.55,0.55
553856,281,1,0.55,0.55
553856,2831,2,0.85,1.7
553856,3495,3,0.85,2.55
553856,3492,2,1.25,2.5
553856,190,2,1.25,2.5
553856,3183,1,1.25,1.25
553856,3222,2,1.25,2.5
553856,2338,2,0.29,0.58
553856,2334,3,0.29,0.8699999999999999
553856,3081,1,1.25,1.25
553856,2335,3,0.29,0.8699999999999999
553856,2328,3,0.29,0.8699999999999999
553856,139,1,3.75,3.75
553856,1851,2,0.65,1.3
553856,1853,2,0.65,1.3
553856,1852,2,0.65,1.3
553856,3552,1,0.85,0.85
553856,2338,1,0.29,0.29
553856,2758,1,2.1,2.1
553856,3183,1,1.25,1.25
553856,3081,1,1.25,1.25
553856,1268,1,2.1,2.1
553856,3777,1,2.1,2.1
553856,1908,2,1.65,3.3
553856,2503,1,2.55,2.55
553856,808,4,1.25,5.0
553856,2852,1,1.25,1.25
553856,2363,1,0.55,0.55
553856,3499,1,2.55,2.55
553856,1343,1,1.65,1.65
553856,3063,2,0.85,1.7
553856,2771,1,2.95,2.95
553856,3497,1,4.95,4.95
553856,2003,2,0.39,0.78
553856,2030,1,2.55,2.55
553856,619,2,1.25,2.5
553856,659,2,1.49,2.98
553856,665,2,1.49,2.98
553856,2852,1,1.25,1.25
553856,3701,2,1.25,2.5
553856,3031,2,1.25,2.5
553856,658,2,1.49,2.98
553856,2219,2,2.95,5.9
553856,1636,1,1.65,1.65
553856,2002,2,1.65,3.3
553856,657,1,2.95,2.95
553856,100,1,0.55,0.55
553856,3393,2,0.85,1.7
553856,667,1,1.49,1.49
553856,2772,1,2.95,2.95
553856,1333,2,1.95,3.9
553856,139,1,3.75,3.75
553856,3057,1,0.42,0.42
553856,3059,1,0.42,0.42
553856,3056,1,0.42,0.42
553856,3254,1,2.95,2.95
553856,2089,1,1.25,1.25
553856,2096,1,1.25,1.25
553856,2096,1,1.25,1.25
553856,1636,1,1.65,1.65
553859,1812,1,1.65,1.65
553859,3305,6,0.83,4.9799999999999995
553859,3290,4,1.25,5.0
553859,814,4,3.95,15.8
553859,3728,12,0.83,9.959999999999999
553859,2190,12,0.85,10.2
553859,3580,2,8.95,17.9
553859,1812,24,1.65,39.599999999999994
553859,3115,2,12.75,25.5
553859,3912,2,14.95,29.9
553859,4029,1,16.95,16.95
553859,3089,8,6.25,50.0
553859,1825,3,2.08,6.24
553859,1821,3,2.08,6.24
553859,1819,3,2.08,6.24
553859,2817,4,4.65,18.6
553859,1558,4,4.65,18.6
553859,1837,3,2.08,6.24
553859,2992,1,1.65,1.65
553859,4020,4,6.25,25.0
553859,3297,3,1.95,5.85
553859,3759,1,3.75,3.75
553859,3761,1,3.75,3.75
553859,2421,3,6.65,19.950000000000003
553859,2426,4,4.15,16.6
553859,3385,3,2.49,7.470000000000001
553859,3321,2,5.95,11.9
553859,174,4,2.95,11.8
553859,1430,1,12.5,12.5
553859,1382,1,1.25,1.25
553859,885,3,4.15,12.450000000000001
553859,2197,12,0.85,10.2
553859,3270,1,2.1,2.1
553859,3273,2,2.1,4.2
553859,3266,2,2.1,4.2
553859,1382,3,1.25,3.75
553859,3058,4,2.95,11.8
553859,69,3,3.75,11.25
553859,3174,3,3.75,11.25
553859,2960,2,1.25,2.5
553859,3777,2,2.1,4.2
553859,744,4,1.25,5.0
553859,94,4,1.65,6.6
553859,60,2,2.95,5.9
553859,3833,2,1.65,3.3
553859,3855,2,1.65,3.3
553859,1925,2,2.1,4.2
553859,2992,2,1.65,3.3
553859,2644,2,2.1,4.2
553859,3640,2,2.1,4.2
553859,2758,2,2.1,4.2
553859,1268,2,2.1,4.2
553859,2960,1,1.25,1.25
553859,3681,10,1.69,16.9
553859,2496,2,5.95,11.9
553859,3082,6,3.75,22.5
553859,1945,2,2.89,5.78
553860,1870,1,1.65,1.65
553860,1419,1,1.65,1.65
553860,1420,1,1.65,1.65
